company_name,job_location,job_title,job_description,job_url
Arya Noble,"Jakarta, Indonesia",Umbrella Brand Senior Manager ,"About the job
Everything is here for you!
Arya Noble is the brains behind Indonesia's leading beauty and wellness brands like ERHA, Genero, and Derma Xp.
Here at Arya Noble, you will be involved in creating various masterpieces that contribute to enriching the lives of our customers with innovation, creativity, and impact.
We offer #ExcitingJourney experiences where you can thrive in a collaborative environment that supports both personal and career growth — ensuring that every one of us is prepared to lead a purposeful and successful life.
Don’t miss the opportunity to begin your #ExcitingJourney by joining Arya Noble if you have the passion and qualifications to take on the challenge below 👇

Do you embrace your love and passion for the following activities?
Develop brand identity and translate it into standardized brand guidelines for all sub-brands, ensuring alignment with the umbrella brand.
Conduct market and consumer research to identify trends, behaviors, and insights that drive promotional strategies and strengthen brand awareness.
Develop public relations and media strategies to enhance the organization’s reputation and visibility.
Craft and monitor press releases, campaigns, and media materials to expand the company’s voice and presence across multiple channels.
Build and maintain strong media and industry partnerships to maximize exposure and brand impact.
Communicate and coordinate brand and marketing strategies across teams to ensure synergy and consistent execution.
Drive continuous improvement through performance reviews, innovation, and best practice sharing.
Manage marketing communications, events, and corporate campaigns to ensure quality, timeliness, and cost-effectiveness.
Evaluate communication and campaign performance to ensure objectives and ROI are met.
Lead, coach, and mentor the marketing communication team while fostering collaboration and creativity across functions.

What we are looking for
Bachelor’s Degree in Management, Business Management, Marketing Communication, or a related field.
A Master’s Degree in Business Administration is a plus.
5–7 years of experience in Marketing Communication or Corporate Communication, with 3–4 years in a managerial position.
Experience in FMCG or Beauty industry is a strong advantage.
Excellent leadership, communication, and analytical skills.
Strategic, adaptable, and passionate about driving impactful communication and brand reputation.

✨ Join Arya Noble and be part of the team that leads the future of Indonesia’s beauty and wellness industry through innovation, purpose, and collaboration. ✨",https://www.linkedin.com/jobs/search/?currentJobId=4334453741&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
Sagala,"Bandung, West Java, Indonesia",Freelance Recruiter ,"About the job
Requirements
Pengalaman minimal 1 tahun di bidang rekrutmen, lebih disukai jika pernah menangani posisi di industri F&B atau retail.
Memahami proses end-to-end rekrutmen.
Memiliki jaringan luas atau aktif dalam komunitas tenaga kerja F&B (nilai tambah).
Terbiasa menggunakan platform rekrutmen online (Jobstreet Express)
Komunikatif, proaktif, dan mampu bekerja dengan target.
Siap bekerja secara remote/fleksibel dan berbasis output.
Mampu menangani rekrutmen massal dan cepat jika dibutuhkan.

Job Description
Memahami kebutuhan SDM dari masing-masing outlet (FOH dan BOH).
Menyusun dan mempublikasikan lowongan kerja melalui berbagai kanal rekrutmen (job portal, media sosial, komunitas, dll).
Melakukan screening CV, seleksi awal, dan penjadwalan wawancara,psikotes,skilltest.
Melakukan wawancara kandidat secara daring atau langsung (jika diperlukan).
Menilai kecocokan kandidat berdasarkan kriteria perusahaan (pengalaman, soft skills, attitude).
Berkoordinasi dengan user/HR internal terkait jadwal interview lanjutan dan hasil akhir seleksi.
Memastikan target perekrutan terpenuhi sesuai timeline.
Mengelola database kandidat untuk kebutuhan rekrutmen mendatang.",https://www.linkedin.com/jobs/search/?currentJobId=4334404308&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
PT Medilink Digital Medika,"Cakung, Jakarta, Indonesia",Medical Advisor - MA (Doctor),"About the job
Medical Advisor Medilink
We are actively developing Southeast Asia's top TPA, which makes it easier for consumers to obtain insurance. To achieve our objectives, we therefore require talent with great potential, like you, to join our expanding organization, acquire the necessary skills, and also form outstanding teams.

Responsibilities:
Provide expert medical advice and consultation to internal teams and external clients.
Conduct comprehensive reviews and analyses of medical data, claims, and utilization patterns.
Collaborate with healthcare providers to ensure appropriate care delivery and utilization management.
Develop and deliver educational materials and presentations on medical and healthcare topics.
Assist in the evaluation and selection of healthcare networks and providers.

Qualifications:
Medical degree (MD or equivalent) with an active medical license.
Minimum of 1-2 years of TPA/Insurance experience.
Excellent communication and interpersonal skills, with the ability to communicate complex medical information effectively.
Knowledge of health insurance industry practices, policies, and regulations.
Proficiency in the use of medical software and technology for data analysis and reporting.

About MEDILINK DIGITAL MEDIKA
PT Medilink Digital Medika has established a strategic and technological collaboration with Medilink-Global Asia Pte Ltd. Through this collaboration, the company shall enjoy the exclusive rights of use of the bespoke Electronic Claims Clearing System (ECCS 5.0), a time-tested and proven solutions which have been implemented successfully and are functioning effectively at insurance companies and TPAs in several countries. The collaboration also allows the company to gain immediate access to Medilink-Global’s international network of health care providers.

Our vision is to be the Preferred Employee Benefit And Health Insurance Management Portal in Indonesia, offering anytime-anywhere Medical Claims Management Tools that connect the Payors, Healthcare Providers and Members.

Our mission is we provide connected Digital Solution for Insurance Companies and Corporates. Enabling them to offer their Members Seamless Access to Quality & Equitable Healthcare at Domestic and Regional Health Facilities.

Medilink is committed not only to make insurance easily available for everyone but also to spread awareness about the importance of having financial plans and protection through insurance.

More About MEDILINK DIGITAL MEDIKA
instagram, facebook, twitter @medilink_id",https://www.linkedin.com/jobs/search/?currentJobId=4337924788&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
Nityo Infotech Indonesia,"Jakarta, Indonesia",Flutter Developer,"About the job
Qualifications :
Proven experience as a Flutter Developer (portfolio or apps on Play Store/App Store is a plus). 
Strong knowledge of Dart programming language. 
Experience with state management tools (e.g., Provider, Riverpod, Bloc). 
Solid understanding of RESTful APIs, JSON, and mobile app architecture. 
Familiar with Git, CI/CD, and Agile/Scrum methodology. 
Understanding of design principles, mobile performance optimization, and responsive layouts. 
Experience with Firebase, push notifications, and local storage is a plus. 

Responsibilities :
Develop high-quality mobile applications using Flutter for both Android and iOS. 
Collaborate with the product team to define, design, and ship new features. 
Translate UI/UX designs into responsive and efficient code. 
Integrate third-party APIs and SDKs. 
Debug, troubleshoot, and optimize performance of existing applications. 
Participate in code reviews, unit testing, and continuous integration processes. 
Stay updated with the latest trends and best practices in mobile development and Flutter. ",https://www.linkedin.com/jobs/search/?currentJobId=4337934718&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
PT Jye Shing Industrial,"West Karawang, West Java, Indonesia",2D / 3D reverse engineering mold,"About the job
2D
3D Modeling
Mold making reverse engineering
Total Machning Process",https://www.linkedin.com/jobs/search/?currentJobId=4337765840&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
PT. Dian Pandu Pratama,"Tanjung, South Kalimantan, Indonesia",GROUP LEADER ,"About the job
KUALIFIKASI : 
Pendidikan Min D3 (Teknik Mesin, Industri atau bidang yang relevan).
Mampu melakukan pengawasan kegiatan perawatan peralatan Trailer.
Memiliki Pengalaman di bidang Fabrikasi lebih disukai.
Memiliki sertifkat POP Aktif.
Memiliki Pengalaman Leader menjadi nilai tambahan. 
Memiliki pengetahuan dan mampu menaati peraturan K3LH.
Untuk Penempatan :
📍Tanjung Tabalong, Kalimantan Selatan",https://www.linkedin.com/jobs/search/?currentJobId=4334563399&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
Alpha JWC Ventures,"Jakarta, Indonesia",CEO Office & Project Management | FMCG,"About the job
Our portfolio company is a fast-growing FMCG brand specializing in innovative food and snack products. We are looking for a CEO Office to work closely with senior management in driving key strategic and operational initiatives that directly impact business growth and performance.

Key Responsibilities:
Lead and manage key business initiatives and projects that drive impact on the company’s top line, bottom line, and overall growth targets.
Oversee the end-to-end project lifecycle — from initiation and business case development to execution and evaluation — ensuring all projects are well-documented and aligned with business objectives.
Work closely with project sponsors, key stakeholders, and external partners to ensure successful and timely delivery of projects.
Continuously improve PMO frameworks and processes to increase efficiency, transparency, and accountability across the organization.
Provide leadership, motivation, and coordination for cross-functional project teams and departments involved in key initiatives.
Support the CEO Office in framing strategic business problems, conducting analyses, and translating data-driven insights into actionable recommendations.
Lead process mapping and business process improvement initiatives to enhance operational efficiency and effectiveness.
Track and monitor overall performance of relevant business units and stakeholders to ensure alignment with company objectives.
Visualize and report project progress, timelines, risks, and potential issues to management, providing proactive solutions where needed.

Qualifications:
Bachelor’s degree in a relevant field; Master’s/MBA preferred.
3–6 years of experience in project management, business operations, or corporate strategy roles.
Strong exposure to both strategic and operational aspects of business management.
Experience in FMCG or technology-driven environments is a plus.
Excellent analytical, organizational, and stakeholder management skills.
Agile, adaptable, and proactive, with a strong work ethic and collaborative mindset.
Proficient in Project Management and Business Intelligence tools; familiarity with dashboards and data analysis is a strong advantage.",https://www.linkedin.com/jobs/search/?currentJobId=4334573415&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
TBWA\ Indonesia — Powered by AI. Driven by Disruption for Digital Growth.,"Jakarta, Indonesia",Account Executive,"About the job
We’re Hiring
Account Executive
Are you ready to build your career with one of Indonesia’s most disruptive creative agencies?
We’re looking for an Account Executive who is passionate about client servicing, highly organized, and eager to turn ideas into impactful campaigns.

What You’ll Do
Support day-to-day management of local and multinational client accounts.
Coordinate campaign deliverables across creative, digital, social, and media teams.
Prepare meeting notes, timelines, and reports to ensure smooth project execution.
Assist in developing proposals, presentations, and campaign strategies.
Monitor project performance and ensure deliverables meet client expectations.
Build strong client relationships by providing reliable and professional support.

What We’re Looking For
2 years of account management experience in advertising, communications, or digital marketing.
Fluent in English
Strong organizational and multitasking skills with attention to detail.
Excellent communication skills, both written and verbal, fluent in English.
Ability to collaborate effectively with cross-functional teams.
Energetic, proactive, and eager to learn and grow within a dynamic environment.
A genuine passion for creativity, digital innovation, and brand building.
A background or strong interest in the automotive industry will be considered an advantage",https://www.linkedin.com/jobs/search/?currentJobId=4337805427&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
Visi Kreatif Digital,"Yogyakarta, Indonesia",TikTok Content Creator,"About the job
Role: Create high-performing, native TikToks that turn brand strategy into scroll-stopping stories driving awareness, engagement, and conversion for the Indonesia market, aligned with Marketing & Campaign and Social Media plans.

RESPONSIBILITY
WHAT YOU’LL DO :
Ideation & Scripting: Convert briefs/content calendars into hooks, angles, and short scripts; follow trends without losing brand voice.
Production: Shoot vertical videos (on-cam/POV/UGC, product demos, tutorials, BTS); manage sound, lighting, framing; add captions/subtitles.
Editing & Publishing: Edit fast (CapCut/Premiere); optimize first 3s, pacing, keywords/hashtags/sounds; publish with CTA, tags, product links/UTM with the Specialist.
Community & Collabs: Use stitch/duet/reply-with-video; coordinate micro-creators/KOL on brief and deliverables.
Performance: Track hook rate, watch time, completion, saves/shares, CTR; propose weekly learnings and A/B tests.

REQUIREMENTS :
1–3 years creating/editing TikTok for premium lifestyle/fashion/homeware; strong portfolio.
On-camera presence; strong storytelling and copy in Bahasa (workable English).
Fluent with TikTok native tools & CapCut; basic Premiere/AE a plus.
Trend-savvy (TikTok Creative Center), TikTok SEO; organized, fast, detail-oriented; end-to-end self-producer.
Collaborative with Marketing, Social, and Design; data-driven literation.
Available to WFO in Yogyakarta & join ASAP.",https://www.linkedin.com/jobs/search/?currentJobId=4334602864&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
Confidential Jobs,"Jakarta, Indonesia",Head of Finance,"About the job
The Head of Finance will work closely with the Finance Team, external clients as well as other internal departments. The Head of Finance will oversee the financial activities of an organization, forecast financial results, manage country budgets and conduct risk management.

Responsibilities:
Oversee the preparation of financial reporting in compliance with local and regional accounting standards at a local and regional consolidated level
Oversee and maintain daily transactions and control of all accounting systems to ensure accurate recording and processing of financial and accounting data in compliance with international procedures, statutory rules and accounting standards
Supervise operational finance activities to ensure accurate, timely and efficient closing of financial statements for statutory and management purposed
Implement and formulate of the consistent accounting rules, procedures and implement the procedures across the business
Establish monthly management reporting and templates for each entity and at consolidated level to help business-making decisions
Manage the operational finance team to ensure payment are made on time in accurate and complete basis
Review internal audit and control systems and brings about any improvement whenever necessary and consistent implementation across all departments and assets
Participate in budgeting process and support regional finance team on budget control
Liaise with internal and external auditor, tax auditor and ensure all statutory requirements deliver in a timely manner and in compliance with the regulations
Ensure all monthly tax, tax returns and other tax requirements are filled within the deadlines and as per the requirements by tax authorities
Support asset acquisition and potential acquisitions by the company or group
Develop and adhere to policies and procedures

Qualifications
Bachelor’s degree in Accounting. CPA is a must 
Minimum of 10 years’ experience under Finance/Accounting department with 4 years leadership experience
Good knowledge of IFRS, general accounting standards and financial matters
Good knowledge on local tax regulations
High integrity and commitment to good governance

Preferred Skills:
Initial audit background is a plus
Start-up, fintech, e-commerce industry background is a plus
Ability to work independently and play a hands-on role in a dynamic, challenging and fast-paced environment
Strong analytical, interpersonal and relationship building skills
Strong verbal and written communication skills coupled with excellent presentation skills
Highly motivated and driven, with good integrity and a strong sense of accountability and focused on delivering results
Strong drive for excellence in operational performance
Proven ability to thrive in constantly changing, fast pace and ambiguous work environment",https://www.linkedin.com/jobs/search/?currentJobId=4334404305&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
Permata Bank,"Jakarta, Indonesia",Tax Payment and Reporting Specialist ,"About the job
Company Description :
We are one of the top 10 biggest banks in terms of assets in Indonesia and listed in the indonesia Stock Exchange, that offer banking products and services that help people and companies to succeed, creating wealth and growth through our Retail Banking, SME and Wholesale businesses.

Why PermataBank ?
Here at PermataBank, you will Learn, Grow, and Make A Difference,
You will have the appetite and the ability to learn many things, challenged to grow beyond ways you can imagine, and see the incredible difference you would have made along the journey.
This is our platform for you. We cannot promise a smooth ride, but rest assured, it is going to be a meaningful journey!
Learn : We always think innovatively to improve the way we work, making it easier, better and faster.
Grow : We provide excellent service to customers and encourage excellent performance in our daily work.
Make a difference : We understand each other and together build strong relationships with internal and external parties based on mutual respect.

Job Description :
Ensure timely and accurate preparation, payment, and reporting of Withholding Tax (WHT), Value Added Tax (VAT), and other applicable tax relevant taxes.
Manage day-to-day tax compliance activities such as WHT and VAT Slip distributions, review and validation DGT Form/SKB, and coordination with other department.
Maintain and update Standard Operating Procedures (SOP) related to tax payment and reporting to remain aligned with current tax regulations.
Support system enhancement and automation initiatives to improve efficiency and accuracy of tax compliance process.
Prepare tax reconciliations and provide documentation and support in tax audits, disputes, or other tax-related matters.

Job Requirements :
Bachelor’s degree in Accounting, Fiscal Administration, or a related field.
Minimum 3-5 years experience in a tax-related role.
Proficient in tax system environment (e.g. Coretax) and Microsoft Office, exposure to ERP Systems (e.g. SAP) is an advantage.
Strong analytical skills, high attention to detail, and ability to work independently as well as collaboratively in a dynamic environment.
Hold Brevet A & B certification, prior experience in the banking industry or tax consulting firm will be considered an advantaged.


PT Bank Permata Tbk hereby informs that the company does not impose any charges in the employee recruitment process",https://www.linkedin.com/jobs/search/?currentJobId=4334483637&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
PT Intecs Teknikatama Industri,"Jakarta, Indonesia",IT Programmer Internship (Paid),"About the job
Kualifikasi Umum:

Fresh graduate dari jurusan Teknik Informatika / Sistem Informasi / Ilmu Komputer atau bidang terkait.
Memiliki minat dan dasar pemahaman yang baik dalam web development dan server management.
Mampu bekerja secara mandiri maupun dalam tim.
Teliti, komunikatif, dan memiliki motivasi belajar yang tinggi.

Kualifikasi Teknis:

Memahami dasar-dasar penggunaan CPanel, HPanel, Laravel (upload website, konfigurasi domain, pengaturan email, database, dan file manager).
Memiliki kemampuan dasar dalam HTML, CSS, JavaScript, PHP, dan MySQL.",https://www.linkedin.com/jobs/search/?currentJobId=4337765823&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
JAECOO Pekanbaru,"Pekanbaru, Riau, Indonesia",Sales Executive,"About the job
🚗 LOWONGAN KERJA – SALES EKSEKUTIF

PT Pekanbaru Oriental Star (CHERY - OMODA - JAECOO Showroom)
📍 Alamat: Jl. SM Amin No.70–73, Simpang Baru, Kec. Tampan, Kota Pekanbaru, Riau 28290

Posisi: Sales Eksekutif Mobil
Jenis Pekerjaan: Full Time
Deskripsi Pekerjaan:
1. Melakukan promosi dan penjualan unit mobil CHERY, OMODA, dan JAECOO kepada calon konsumen.

2. Menjalin hubungan baik dengan pelanggan untuk meningkatkan loyalitas dan kepuasan.

3. Mencapai target penjualan bulanan dan tahunan yang ditetapkan perusahaan.

4. Memberikan pelayanan terbaik serta menjelaskan fitur dan keunggulan produk kepada pelanggan.

Kualifikasi:

• Pria/Wanita, usia maksimal 35 tahun.

• Pendidikan minimal SMA/SMK (diutamakan memiliki pengalaman di bidang otomotif atau sales).

• Memiliki kemampuan komunikasi dan negosiasi yang baik.

• Berpenampilan menarik, jujur, dan berorientasi pada target.

• Mampu bekerja secara individu maupun dalam tim.

• Memiliki kendaraan pribadi (diutamakan).

Fasilitas & Keuntungan:
💰 Gaji pokok menarik
💸 Insentif penjualan
🎁 Bonus pencapaian target
📈 Jenjang karir yang jelas bagi karyawan berprestasi

Cara Melamar:
Kirimkan CV dan surat lamaran lengkap ke email:
📧 yoedhey09@gmail.com
dengan subjek: Lamaran Sales Eksekutif – [Nama Lengkap]

Bergabunglah bersama kami dan raih karier sukses di industri otomotif bersama OMODA – JAECOO Pekanbaru! 🚘",https://www.linkedin.com/jobs/search/?currentJobId=4334323911&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD
